rec_time	UTC	Dikablis Professional_Eye Data_Original_Pupil X	Dikablis Professional_Eye Data_Original_Pupil Y	Dikablis Professional_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional_Eye Data_Original_Right Eye_Pupil Y
00:00:02.864	1440181477511			162.056	163.781		
00:00:02.872	1440181477519	180.877	162.906			199.618	161.423
00:00:02.880	1440181477527			162.136	164.388		
00:00:02.889	1440181477536	180.823	162.379			199.47	160.794
00:00:02.897	1440181477544			162.176	163.963		
00:00:02.906	1440181477553	180.902	163.026			199.564	161.519
00:00:02.914	1440181477561			162.24	164.534		
00:00:02.922	1440181477569	180.836	162.39			199.499	160.845
00:00:02.930	1440181477577			162.173	163.935		
00:00:02.939	1440181477586	180.834	162.893			199.47	161.285
00:00:02.947	1440181477594			162.199	164.501		
00:00:02.956	1440181477603	180.871	162.364			199.557	160.856
00:00:02.964	1440181477611			162.186	163.871		
00:00:02.972	1440181477619	180.95	162.963			199.669	161.345
00:00:02.980	1440181477627			162.231	164.582		
00:00:02.989	1440181477636	180.908	162.47			199.611	160.917
00:00:02.997	1440181477644			162.205	164.023		
00:00:03.006	1440181477653	180.994	163.03			199.649	161.456
00:00:03.014	1440181477661			162.339	164.604		
00:00:03.022	1440181477669	180.901	162.501			199.6	160.937
00:00:03.030	1440181477677			162.201	164.064		
00:00:03.039	1440181477686	181.075	163.106			199.749	161.506
00:00:03.047	1440181477694			162.401	164.706		
00:00:03.056	1440181477703	181.062	162.422			199.797	160.869
00:00:03.064	1440181477711			162.326	163.974		
00:00:03.072	1440181477719	181.03	162.983			199.731	161.404
00:00:03.080	1440181477727			162.33	164.563		
00:00:03.089	1440181477736	181.032	162.476			199.722	160.97
00:00:03.097	1440181477744			162.341	163.982		
00:00:03.106	1440181477753	181.07	163.009			199.779	161.425
00:00:03.114	1440181477761			162.361	164.594		
00:00:03.122	1440181477769	181.081	162.544			199.841	161.016
00:00:03.130	1440181477777			162.32	164.072		
00:00:03.139	1440181477786	181.015	163.17			199.725	161.629
00:00:03.147	1440181477794			162.306	164.712		
