
Trajectories
120
,,Head:RForeHead,,,Head:RTemple,,,Head:LForeHead,,,Head:LTemple,,,Head:REye,,,Head:LEye,,,CalibrationPane:DLabCal1,,,CalibrationPane:DLabCal2,,,CalibrationPane:DLabCal3,,,CalibrationPane:DLabCal4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2294,0,-131.575,213.017,1696.62,-222.911,206.666,1642.45,-88.7875,326.452,1705.78,-153.498,401.612,1655.34,-106.293,234.06,1617.43,-76.3297,311.514,1627.19,410.071,226.621,1634.99,322.837,-17.5734,1636.04,317.137,-16.4959,1433.37,405.162,226.919,1434.28
2295,0,-131.582,213.05,1696.64,-222.921,206.702,1642.47,-88.7813,326.493,1705.78,-153.465,401.682,1655.35,-106.305,234.093,1617.46,-76.33,311.536,1627.17,410.06,226.623,1634.98,322.83,-17.5695,1636.04,317.162,-16.5007,1433.37,405.18,226.93,1434.28
2296,0,-131.602,213.098,1696.67,-222.916,206.735,1642.48,-88.7808,326.535,1705.77,-153.412,401.729,1655.29,-106.321,234.105,1617.46,-76.3515,311.567,1627.18,410.036,226.621,1634.98,322.835,-17.562,1636.02,317.153,-16.5044,1433.37,405.174,226.92,1434.27
2297,0,-131.596,213.143,1696.68,-222.917,206.776,1642.48,-88.7694,326.579,1705.75,-153.395,401.831,1655.3,-106.319,234.123,1617.47,-76.3512,311.585,1627.16,410.024,226.628,1634.98,322.825,-17.5612,1636.03,317.158,-16.4969,1433.36,405.155,226.933,1434.27
2298,0,-131.602,213.195,1696.69,-222.915,206.815,1642.5,-88.7451,326.624,1705.74,-153.394,401.883,1655.29,-106.315,234.135,1617.48,-76.3429,311.605,1627.13,410.024,226.628,1634.98,322.807,-17.5612,1636.04,317.161,-16.5078,1433.36,405.143,226.914,1434.27
2299,0,-131.592,213.234,1696.7,-222.909,206.855,1642.52,-88.7423,326.675,1705.74,-153.429,401.865,1655.25,-106.328,234.167,1617.48,-76.3438,311.655,1627.15,410.021,226.631,1634.98,322.814,-17.5518,1636.02,317.155,-16.5013,1433.37,405.14,226.933,1434.26
2300,0,-131.723,213.369,1696.72,-222.896,206.896,1642.52,-88.7347,326.728,1705.73,-153.427,401.909,1655.22,-106.314,234.19,1617.49,-76.3181,311.693,1627.13,410.012,226.636,1634.98,322.818,-17.5478,1636.01,317.148,-16.4948,1433.36,405.137,226.922,1434.27
2301,0,-131.585,213.297,1696.73,-222.891,206.934,1642.52,-88.7355,326.781,1705.73,-153.437,401.972,1655.24,-106.319,234.236,1617.49,-76.3037,311.749,1627.14,410.017,226.633,1634.98,322.808,-17.5594,1636.02,317.123,-16.4876,1433.37,405.136,226.921,1434.28
2302,0,-131.566,213.331,1696.74,-222.88,206.963,1642.53,-88.743,326.829,1705.73,-153.44,402.008,1655.23,-106.33,234.279,1617.5,-76.306,311.811,1627.12,410.026,226.617,1634.98,322.801,-17.5662,1636.05,317.138,-16.4929,1433.37,405.144,226.915,1434.27
2303,0,-131.566,213.383,1696.72,-222.869,206.991,1642.52,-88.7449,326.877,1705.73,-153.462,402.067,1655.23,-106.321,234.322,1617.49,-76.2645,311.858,1627.13,410.002,226.616,1634.99,323.015,-17.5335,1635.72,317.126,-16.4973,1433.38,405.12,226.916,1434.29
2304,0,-131.565,213.427,1696.73,-222.87,207.015,1642.53,-88.7473,326.928,1705.73,-153.498,402.058,1655.21,-106.32,234.361,1617.5,-76.2474,311.902,1627.11,410.005,226.614,1634.99,322.856,-17.5665,1635.97,317.124,-16.5058,1433.37,405.124,226.917,1434.28
2305,0,-131.568,213.445,1696.75,-222.866,207.04,1642.52,-88.7478,326.959,1705.72,-153.528,402.108,1655.22,-106.321,234.391,1617.5,-76.2422,311.923,1627.1,410.01,226.6,1634.99,322.801,-17.4615,1635.88,317.126,-16.5221,1433.36,405.114,226.903,1434.28
2306,0,-131.579,213.481,1696.74,-222.87,207.077,1642.53,-88.7604,326.999,1705.72,-153.547,402.144,1655.22,-106.322,234.417,1617.52,-76.2321,311.962,1627.12,410.006,226.608,1634.99,322.846,-17.5721,1635.97,317.126,-16.509,1433.37,405.104,226.911,1434.29
2307,0,-131.579,213.517,1696.74,-222.876,207.104,1642.54,-88.7685,327.034,1705.72,-153.581,402.158,1655.22,-106.317,234.437,1617.54,-76.2349,311.997,1627.13,409.995,226.61,1634.99,322.843,-17.5805,1635.97,317.105,-16.5028,1433.37,405.123,226.912,1434.28
2308,0,-131.604,213.535,1696.74,-222.892,207.124,1642.54,-88.7876,327.056,1705.73,-153.58,402.188,1655.21,-106.344,234.472,1617.55,-76.2356,312.016,1627.15,410.013,226.593,1634.97,322.841,-17.5792,1635.97,317.147,-16.5158,1433.36,405.117,226.899,1434.28
2309,0,-131.582,213.522,1696.83,-222.907,207.15,1642.54,-88.8029,327.072,1705.73,-153.604,402.224,1655.19,-106.353,234.492,1617.55,-76.2362,312.036,1627.15,409.993,226.61,1634.97,322.844,-17.5737,1635.95,317.136,-16.5187,1433.35,405.124,226.902,1434.27
2310,0,-131.646,213.577,1696.75,-222.928,207.177,1642.55,-88.812,327.095,1705.74,-153.6,402.229,1655.2,-106.369,234.522,1617.56,-76.2605,312.026,1627.16,409.985,226.613,1634.98,322.822,-17.568,1635.96,317.136,-16.5167,1433.36,405.128,226.9,1434.27
2311,0,-131.665,213.595,1696.78,-222.968,207.21,1642.56,-88.8288,327.11,1705.74,-153.597,402.237,1655.19,-106.392,234.525,1617.57,-76.2835,312.039,1627.15,409.97,226.617,1634.99,322.81,-17.5603,1635.97,317.137,-16.5103,1433.38,405.127,226.897,1434.28
2312,0,-131.675,213.59,1696.82,-222.99,207.238,1642.56,-88.8453,327.117,1705.74,-153.608,402.249,1655.19,-106.4,234.527,1617.6,-76.3111,312.028,1627.17,409.963,226.637,1634.98,322.984,-17.5315,1635.72,317.137,-16.5018,1433.36,405.13,226.9,1434.28
2313,0,-131.725,213.607,1696.79,-223.027,207.255,1642.57,-88.8668,327.121,1705.74,-153.609,402.257,1655.17,-106.441,234.522,1617.6,-76.3401,312.022,1627.17,409.944,226.64,1634.98,322.803,-17.552,1635.96,317.145,-16.4979,1433.37,405.153,226.901,1434.28
2314,0,-131.764,213.63,1696.78,-223.052,207.278,1642.57,-88.8865,327.124,1705.76,-153.61,402.281,1655.17,-106.466,234.531,1617.6,-76.3465,312.016,1627.18,409.95,226.645,1634.99,322.814,-17.5436,1635.95,317.152,-16.4924,1433.37,405.144,226.899,1434.27
2315,0,-131.793,213.632,1696.79,-223.076,207.304,1642.57,-88.9055,327.141,1705.75,-153.618,402.293,1655.16,-106.498,234.533,1617.61,-76.3725,312.015,1627.17,409.951,226.643,1634.98,322.819,-17.5444,1635.96,317.156,-16.5059,1433.37,405.166,226.908,1434.26
2316,0,-131.822,213.648,1696.79,-223.117,207.32,1642.58,-88.9319,327.147,1705.77,-153.627,402.29,1655.14,-106.513,234.541,1617.61,-76.3883,312.007,1627.16,409.977,226.644,1634.97,323.006,-17.5136,1635.71,317.162,-16.4947,1433.36,405.155,226.924,1434.26
2317,0,-131.85,213.647,1696.81,-223.358,207.672,1642.41,-88.9571,327.157,1705.77,-153.647,402.303,1655.15,-106.529,234.548,1617.62,-76.396,312.003,1627.18,409.996,226.636,1634.98,322.857,-17.5445,1635.96,317.167,-16.4995,1433.37,405.159,226.924,1434.27
2318,0,-131.881,213.655,1696.83,-223.162,207.33,1642.58,-88.9834,327.172,1705.79,-153.665,402.306,1655.14,-106.545,234.542,1617.68,-76.4094,312.015,1627.18,410.025,226.627,1634.97,322.88,-17.5516,1635.95,317.186,-16.5024,1433.37,405.164,226.916,1434.27
2319,0,-131.864,213.629,1696.93,-223.185,207.336,1642.59,-89.0149,327.181,1705.81,-153.699,402.326,1655.16,-106.561,234.556,1617.69,-76.4229,312.015,1627.2,410.05,226.629,1634.98,322.897,-17.5592,1635.96,317.171,-16.5023,1433.38,405.169,226.92,1434.27
2320,0,-131.921,213.68,1696.83,-223.187,207.338,1642.58,-89.0414,327.178,1705.83,-153.73,402.323,1655.17,-106.562,234.548,1617.71,-76.4326,312.011,1627.23,410.071,226.619,1634.97,322.927,-17.5574,1635.96,317.177,-16.5063,1433.39,405.195,226.916,1434.27
2321,0,-131.956,213.673,1696.85,-223.216,207.333,1642.58,-89.0752,327.178,1705.85,-153.769,402.321,1655.17,-106.581,234.544,1617.71,-76.453,312.003,1627.23,410.083,226.613,1634.97,322.955,-17.5916,1635.97,317.185,-16.5035,1433.38,405.189,226.913,1434.28
2322,0,-131.97,213.67,1696.85,-223.233,207.343,1642.57,-89.1011,327.179,1705.86,-153.787,402.322,1655.18,-106.593,234.549,1617.72,-76.4663,312.007,1627.24,410.115,226.599,1634.97,322.97,-17.5965,1635.96,317.197,-16.518,1433.38,405.215,226.912,1434.26
2323,0,-131.949,213.63,1696.94,-223.253,207.336,1642.57,-89.1255,327.169,1705.88,-153.796,402.318,1655.21,-106.608,234.549,1617.73,-76.491,312,1627.26,409.557,226.822,1635.43,322.981,-17.6104,1635.99,317.202,-16.51,1433.38,405.225,226.9,1434.26
2324,0,-132.012,213.656,1696.86,-223.271,207.333,1642.56,-89.1475,327.157,1705.89,-153.806,402.316,1655.21,-106.614,234.533,1617.75,-76.4962,311.995,1627.28,410.177,226.581,1634.97,323.003,-17.6172,1635.99,317.2,-16.5144,1433.39,405.23,226.88,1434.28
2325,0,-131.997,213.632,1696.92,-223.291,207.325,1642.57,-89.1579,327.15,1705.89,-153.843,402.301,1655.21,-106.637,234.534,1617.75,-76.5213,311.992,1627.28,409.596,226.808,1635.42,323.014,-17.6275,1635.98,317.218,-16.5367,1433.37,405.231,226.882,1434.25
2326,0,-132.054,213.642,1696.88,-223.296,207.313,1642.57,-89.1762,327.141,1705.9,-153.831,402.299,1655.22,-106.651,234.507,1617.76,-76.5226,311.951,1627.29,409.621,226.799,1635.42,323.03,-17.6362,1636,317.226,-16.5501,1433.37,405.245,226.878,1434.27
2327,0,-132.063,213.639,1696.89,-223.311,207.32,1642.58,-89.1865,327.136,1705.91,-153.84,402.29,1655.22,-106.666,234.495,1617.79,-76.5269,311.947,1627.31,409.621,226.793,1635.44,323.035,-17.6418,1636.02,317.226,-16.5396,1433.38,405.245,226.887,1434.26
2328,0,-132.076,213.634,1696.9,-223.331,207.303,1642.6,-89.1916,327.121,1705.91,-153.837,402.27,1655.2,-106.683,234.468,1617.8,-76.5481,311.926,1627.31,409.643,226.778,1635.44,323.046,-17.6553,1636.02,317.208,-16.542,1433.38,405.264,226.868,1434.27
2329,0,-132.075,213.621,1696.92,-223.325,207.295,1642.59,-89.1939,327.114,1705.92,-153.841,402.264,1655.2,-106.674,234.461,1617.79,-76.5533,311.917,1627.3,409.645,226.774,1635.43,323.035,-17.6593,1636.03,317.226,-16.5376,1433.38,405.26,226.868,1434.27
2330,0,-132.09,213.624,1696.93,-223.327,207.291,1642.6,-89.1992,327.111,1705.93,-153.838,402.263,1655.2,-106.677,234.451,1617.81,-76.5414,311.9,1627.32,409.608,226.798,1635.47,323.045,-17.6612,1636.03,317.223,-16.5383,1433.39,405.255,226.868,1434.27
2331,0,-132.083,213.618,1696.93,-223.327,207.277,1642.62,-89.189,327.115,1705.92,-153.845,402.253,1655.19,-106.679,234.446,1617.81,-76.5312,311.891,1627.33,409.572,226.806,1635.5,323.037,-17.6584,1636.04,317.238,-16.5468,1433.37,405.251,226.875,1434.26
2332,0,-132.018,213.57,1697.02,-223.306,207.261,1642.61,-89.1948,327.105,1705.92,-153.832,402.246,1655.18,-106.664,234.441,1617.82,-76.5289,311.886,1627.33,409.523,226.818,1635.53,323.037,-17.6584,1636.04,317.235,-16.542,1433.39,405.244,226.869,1434.26
2333,0,-131.996,213.559,1697.03,-223.288,207.242,1642.62,-89.1905,327.102,1705.92,-153.843,402.232,1655.18,-106.659,234.425,1617.82,-76.5219,311.895,1627.32,409.5,226.846,1635.54,323.017,-17.6508,1636.03,317.234,-16.554,1433.38,405.259,226.875,1434.27
2334,0,-131.984,213.552,1697.02,-223.261,207.223,1642.6,-89.1742,327.096,1705.91,-153.843,402.212,1655.17,-106.631,234.416,1617.82,-76.5072,311.894,1627.31,409.455,226.865,1635.56,323,-17.6374,1636.03,317.219,-16.5487,1433.38,405.231,226.878,1434.26
2335,0,-131.971,213.538,1697.02,-223.237,207.197,1642.6,-89.1694,327.093,1705.91,-153.818,402.218,1655.18,-106.607,234.42,1617.81,-76.5054,311.879,1627.32,409.389,226.874,1635.59,322.979,-17.6378,1636.04,317.216,-16.5468,1433.38,405.23,226.886,1434.27
2336,0,-131.951,213.53,1697.01,-223.215,207.174,1642.6,-89.1637,327.082,1705.9,-153.833,402.188,1655.17,-106.591,234.414,1617.81,-76.507,311.873,1627.31,409.385,226.904,1635.61,322.979,-17.6349,1636.05,317.207,-16.5309,1433.38,405.225,226.886,1434.27
2337,0,-131.911,213.511,1697,-223.192,207.147,1642.58,-89.1519,327.066,1705.9,-153.839,402.166,1655.18,-106.575,234.41,1617.78,-76.4756,311.866,1627.32,409.298,226.914,1635.66,322.971,-17.6344,1636.04,317.214,-16.523,1433.38,405.226,226.897,1434.26
2338,0,-131.891,213.482,1697,-223.167,207.116,1642.57,-89.1368,327.046,1705.89,-153.793,402.169,1655.19,-106.553,234.387,1617.77,-76.4871,311.853,1627.29,409.292,226.926,1635.67,322.972,-17.6291,1636.03,317.216,-16.5277,1433.36,405.222,226.89,1434.26
2339,0,-131.897,213.493,1696.94,-223.15,207.075,1642.56,-89.1225,327.015,1705.88,-153.804,402.131,1655.18,-106.538,234.368,1617.75,-76.4859,311.835,1627.27,409.275,226.929,1635.69,322.979,-17.6326,1636.04,317.212,-16.5295,1433.37,405.224,226.898,1434.27
2340,0,-131.833,213.424,1696.98,-223.122,207.032,1642.56,-89.0928,326.98,1705.87,-153.781,402.107,1655.18,-106.51,234.352,1617.73,-76.4766,311.812,1627.26,409.25,226.934,1635.72,322.992,-17.6444,1636.04,317.211,-16.5366,1433.38,405.226,226.893,1434.28
2341,0,-131.85,213.431,1696.87,-223.098,206.996,1642.54,-89.0834,326.94,1705.84,-153.726,402.122,1655.21,-106.517,234.316,1617.7,-76.4967,311.788,1627.25,409.287,226.915,1635.69,323.005,-17.6471,1636.03,317.212,-16.538,1433.37,405.232,226.879,1434.26
2342,0,-131.841,213.379,1696.86,-223.094,206.96,1642.52,-89.0603,326.893,1705.84,-153.766,402.023,1655.19,-106.506,234.27,1617.68,-76.4891,311.757,1627.23,409.26,226.925,1635.72,323.006,-17.6497,1636.04,317.211,-16.5403,1433.37,405.23,226.888,1434.26
2343,0,-131.809,213.346,1696.83,-223.084,206.915,1642.51,-89.048,326.842,1705.84,-153.681,402.025,1655.21,-106.49,234.244,1617.63,-76.49,311.71,1627.22,409.277,226.927,1635.72,323.01,-17.6398,1636.04,317.226,-16.5404,1433.38,405.222,226.886,1434.28
2344,0,-131.986,213.504,1696.69,-223.069,206.862,1642.5,-89.0222,326.777,1705.82,-153.701,401.952,1655.21,-106.482,234.199,1617.62,-76.4872,311.673,1627.22,409.271,226.928,1635.72,323.005,-17.6361,1636.05,317.21,-16.5276,1433.38,405.227,226.887,1434.28
2345,0,-131.822,213.258,1696.74,-223.059,206.813,1642.48,-89.0067,326.708,1705.79,-153.701,401.849,1655.19,-106.476,234.157,1617.58,-76.4903,311.625,1627.2,409.26,226.929,1635.73,323.021,-17.6438,1636.02,317.222,-16.5285,1433.38,405.237,226.887,1434.28
2346,0,-131.797,213.17,1696.72,-223.062,206.755,1642.46,-88.99,326.628,1705.77,-153.668,401.747,1655.17,-106.456,234.1,1617.54,-76.4797,311.559,1627.2,409.264,226.931,1635.71,322.997,-17.6419,1636.03,317.207,-16.5335,1433.38,405.232,226.88,1434.27
2347,0,-131.908,213.207,1696.7,-223.067,206.708,1642.46,-88.9737,326.561,1705.76,-153.657,401.632,1655.17,-106.465,234.064,1617.53,-76.4763,311.506,1627.16,409.253,226.937,1635.72,323.006,-17.6396,1636.04,317.223,-16.5332,1433.37,405.214,226.886,1434.28
2348,0,-131.788,213.048,1696.66,-223.071,206.672,1642.44,-88.956,326.485,1705.75,-153.662,401.6,1655.18,-106.456,234.028,1617.5,-76.4759,311.444,1627.15,409.281,226.945,1635.7,322.999,-17.6361,1636.03,317.199,-16.5347,1433.37,405.222,226.895,1434.27
2349,0,-131.786,212.996,1696.61,-223.072,206.619,1642.42,-88.9365,326.402,1705.74,-153.652,401.54,1655.22,-106.455,233.996,1617.45,-76.4626,311.38,1627.16,409.268,226.923,1635.71,323.005,-17.6506,1636.04,317.212,-16.5298,1433.37,405.212,226.888,1434.28
2350,0,-131.783,212.923,1696.6,-223.086,206.574,1642.4,-88.9236,326.335,1705.74,-153.625,401.466,1655.24,-106.451,233.943,1617.44,-76.4795,311.326,1627.15,409.275,226.91,1635.71,323.004,-17.6427,1636.03,317.211,-16.5432,1433.36,405.222,226.888,1434.28
2351,0,-131.785,212.882,1696.56,-223.098,206.541,1642.39,-88.9099,326.276,1705.71,-153.59,401.383,1655.21,-106.447,233.922,1617.42,-76.4773,311.294,1627.13,409.256,226.926,1635.72,322.986,-17.6327,1636.04,317.197,-16.5323,1433.36,405.216,226.891,1434.27
2352,0,-131.79,212.843,1696.54,-223.098,206.511,1642.38,-88.9003,326.222,1705.72,-153.58,401.323,1655.22,-106.456,233.876,1617.41,-76.4608,311.249,1627.13,409.236,226.931,1635.73,322.983,-17.6503,1636.04,317.208,-16.5371,1433.36,405.217,226.89,1434.28
2353,0,-131.799,212.788,1696.54,-223.111,206.467,1642.38,-88.8869,326.162,1705.73,-153.548,401.254,1655.23,-106.466,233.847,1617.4,-76.4397,311.207,1627.13,409.254,226.916,1635.72,323.003,-17.6541,1636.03,317.214,-16.5414,1433.38,405.217,226.864,1434.28
2354,0,-131.797,212.746,1696.53,-223.124,206.457,1642.36,-88.8784,326.121,1705.7,-153.566,401.242,1655.22,-106.475,233.814,1617.39,-76.4429,311.177,1627.11,409.236,226.918,1635.73,322.983,-17.6463,1636.03,317.203,-16.5418,1433.36,405.201,226.88,1434.27
2355,0,-131.798,212.719,1696.52,-223.132,206.429,1642.35,-88.8761,326.08,1705.69,-153.54,401.196,1655.22,-106.487,233.779,1617.4,-76.4324,311.122,1627.11,409.257,226.922,1635.71,322.977,-17.6426,1636.04,317.192,-16.515,1433.38,405.208,226.883,1434.27
2356,0,-131.805,212.683,1696.51,-223.142,206.408,1642.37,-88.8702,326.055,1705.69,-153.531,401.167,1655.21,-106.486,233.754,1617.39,-76.425,311.094,1627.1,409.251,226.928,1635.71,322.963,-17.6475,1636.05,317.191,-16.5344,1433.37,405.204,226.887,1434.27
2357,0,-131.807,212.667,1696.49,-223.136,206.394,1642.35,-88.863,326.033,1705.67,-153.533,401.13,1655.19,-106.502,233.723,1617.38,-76.4316,311.077,1627.07,409.283,226.931,1635.69,322.961,-17.6334,1636.04,317.195,-16.536,1433.37,405.206,226.893,1434.27
2358,0,-131.824,212.666,1696.48,-223.149,206.374,1642.35,-88.8657,326.015,1705.68,-153.554,401.125,1655.21,-106.51,233.706,1617.38,-76.4331,311.056,1627.08,409.266,226.94,1635.69,322.955,-17.6339,1636.04,317.196,-16.5391,1433.36,405.188,226.888,1434.28
2359,0,-131.821,212.658,1696.48,-223.155,206.361,1642.35,-88.8682,326,1705.68,-153.564,401.127,1655.22,-106.519,233.698,1617.39,-76.4355,311.053,1627.08,409.25,226.924,1635.69,322.933,-17.6273,1636.04,317.198,-16.5234,1433.37,405.195,226.896,1434.27
2360,0,-131.821,212.65,1696.47,-223.15,206.349,1642.33,-88.8802,325.997,1705.67,-153.578,401.103,1655.22,-106.508,233.707,1617.37,-76.4338,311.049,1627.08,409.234,226.927,1635.7,322.941,-17.6208,1636.03,317.179,-16.522,1433.37,405.183,226.897,1434.28
2361,0,-131.813,212.612,1696.48,-223.153,206.336,1642.33,-88.8808,325.996,1705.67,-153.603,401.084,1655.2,-106.526,233.705,1617.38,-76.4567,311.062,1627.08,409.184,226.969,1635.73,322.924,-17.6281,1636.04,317.203,-16.5412,1433.36,405.186,226.888,1434.29
2362,0,-131.827,212.629,1696.47,-223.038,206.245,1642.19,-88.9038,325.991,1705.67,-153.647,401.082,1655.21,-106.533,233.696,1617.37,-76.4442,311.052,1627.08,409.265,226.932,1635.69,322.928,-17.6293,1636.04,317.188,-16.5257,1433.37,405.186,226.89,1434.28
2363,0,-131.823,212.608,1696.46,-223.039,206.239,1642.17,-88.9139,325.988,1705.67,-153.666,401.071,1655.21,-106.525,233.695,1617.37,-76.456,311.066,1627.09,409.21,226.967,1635.72,322.931,-17.6286,1636.03,317.183,-16.5265,1433.36,405.193,226.894,1434.27
2364,0,-131.821,212.599,1696.47,-223.061,206.225,1642.18,-88.9276,325.992,1705.67,-153.701,401.072,1655.21,-106.534,233.694,1617.37,-76.4608,311.056,1627.1,409.274,226.941,1635.67,322.938,-17.6232,1636.04,317.195,-16.5361,1433.37,405.19,226.894,1434.27
2365,0,-131.824,212.596,1696.45,-223.037,206.217,1642.17,-88.9311,325.986,1705.67,-153.692,401.038,1655.19,-106.531,233.685,1617.36,-76.4953,311.055,1627.08,409.236,226.93,1635.69,322.933,-17.6247,1636.05,317.207,-16.5396,1433.37,405.204,226.88,1434.27
2366,0,-131.869,212.612,1696.47,-223.054,206.207,1642.16,-88.9592,325.981,1705.66,-153.701,401.019,1655.18,-106.543,233.674,1617.36,-76.5102,311.062,1627.07,409.23,226.939,1635.69,322.909,-17.6212,1636.04,317.198,-16.5466,1433.36,405.19,226.886,1434.26
2367,0,-131.865,212.602,1696.48,-223.064,206.202,1642.16,-88.9715,325.987,1705.66,-153.724,401.026,1655.18,-106.561,233.682,1617.36,-76.5184,311.064,1627.07,410.143,226.591,1634.97,322.891,-17.6003,1636.03,317.2,-16.545,1433.35,405.193,226.874,1434.27
2368,0,-131.912,212.637,1696.46,-223.059,206.188,1642.15,-88.9819,325.983,1705.68,-153.751,401.028,1655.21,-106.572,233.685,1617.37,-76.519,311.064,1627.1,410.121,226.591,1634.97,322.869,-17.5928,1636.04,317.197,-16.5533,1433.36,405.186,226.881,1434.28
2369,0,-131.91,212.591,1696.48,-223.073,206.188,1642.14,-89.012,325.987,1705.69,-153.766,401.006,1655.19,-106.579,233.677,1617.39,-76.5237,311.056,1627.13,410.065,226.598,1634.97,322.831,-17.5846,1636.03,317.199,-16.5508,1433.35,405.17,226.892,1434.27
2370,0,-131.927,212.586,1696.49,-223.085,206.172,1642.12,-89.0224,325.979,1705.69,-153.778,401.004,1655.2,-106.593,233.665,1617.41,-76.5386,311.052,1627.13,410.058,226.595,1634.97,322.819,-17.588,1636.03,317.184,-16.5512,1433.35,405.17,226.884,1434.26
2371,0,-131.97,212.61,1696.5,-223.22,206.256,1642.3,-89.04,325.982,1705.71,-153.794,401.002,1655.2,-106.605,233.663,1617.42,-76.5554,311.055,1627.15,410.034,226.607,1634.98,322.81,-17.581,1636.02,317.192,-16.5457,1433.35,405.191,226.88,1434.27
2372,0,-131.963,212.599,1696.51,-223.251,206.26,1642.31,-89.0584,325.997,1705.73,-153.81,401.014,1655.21,-106.617,233.665,1617.43,-76.568,311.06,1627.17,410.011,226.613,1634.99,322.996,-17.5488,1635.72,317.189,-16.5432,1433.35,405.161,226.88,1434.28
2373,0,-131.962,212.606,1696.51,-223.139,206.189,1642.16,-89.0648,325.995,1705.72,-153.832,401.011,1655.2,-106.623,233.66,1617.43,-76.5681,311.056,1627.19,410.006,226.605,1634.98,322.778,-17.4589,1635.88,317.173,-16.5394,1433.35,405.168,226.885,1434.26
2374,0,-131.967,212.605,1696.51,-223.125,206.186,1642.15,-89.0762,326.001,1705.74,-153.818,401.005,1655.21,-106.617,233.671,1617.43,-76.5681,311.051,1627.2,410.009,226.613,1634.98,322.985,-17.545,1635.72,317.178,-16.5397,1433.36,405.167,226.886,1434.25
2375,0,-131.984,212.602,1696.54,-223.154,206.193,1642.17,-89.0967,326.016,1705.74,-153.839,401.033,1655.21,-106.656,233.667,1617.46,-76.5974,311.074,1627.2,409.997,226.619,1634.97,322.8,-17.5567,1635.96,317.159,-16.5314,1433.35,405.155,226.883,1434.27
2376,0,-131.982,212.629,1696.52,-223.144,206.202,1642.16,-89.1079,326.034,1705.75,-153.857,401.027,1655.2,-106.64,233.68,1617.46,-76.5896,311.081,1627.19,409.967,226.62,1634.99,322.786,-17.5491,1635.96,317.149,-16.5278,1433.36,405.158,226.891,1434.26
2377,0,-131.99,212.621,1696.55,-223.148,206.201,1642.17,-89.125,326.042,1705.75,-153.885,401.071,1655.22,-106.645,233.69,1617.46,-76.5998,311.097,1627.21,409.95,226.631,1634.99,322.755,-17.5426,1635.96,317.156,-16.5288,1433.35,405.134,226.899,1434.28
2378,0,-132.002,212.632,1696.55,-223.152,206.195,1642.16,-89.1324,326.048,1705.76,-153.898,401.091,1655.23,-106.666,233.703,1617.47,-76.6054,311.101,1627.22,409.933,226.641,1634.98,322.743,-17.5428,1635.95,317.156,-16.5315,1433.34,405.116,226.899,1434.28
2379,0,-132.005,212.677,1696.53,-223.137,206.214,1642.15,-89.1371,326.07,1705.76,-153.901,401.105,1655.23,-106.645,233.722,1617.47,-76.6119,311.121,1627.21,409.909,226.655,1634.98,322.735,-17.5357,1635.96,317.14,-16.531,1433.35,405.131,226.907,1434.27
2380,0,-132.072,212.73,1696.55,-223.135,206.218,1642.15,-89.1504,326.089,1705.77,-153.954,401.109,1655.25,-106.672,233.721,1617.49,-76.6084,311.136,1627.23,409.902,226.649,1634.99,322.736,-17.5324,1635.96,317.145,-16.5231,1433.35,405.121,226.914,1434.28
2381,0,-132.023,212.686,1696.58,-223.145,206.229,1642.16,-89.1634,326.103,1705.78,-153.946,401.11,1655.23,-106.675,233.73,1617.5,-76.6135,311.134,1627.25,409.892,226.645,1634.99,322.735,-17.5392,1635.96,317.163,-16.5263,1433.33,405.121,226.912,1434.28
2382,0,-132.032,212.719,1696.56,-223.136,206.242,1642.15,-89.1661,326.114,1705.78,-153.955,401.115,1655.23,-106.67,233.744,1617.49,-76.6249,311.158,1627.23,409.908,226.653,1634.99,322.917,-17.5151,1635.71,317.176,-16.5181,1433.34,405.139,226.911,1434.27
2383,0,-132.037,212.734,1696.59,-223.14,206.252,1642.16,-89.1842,326.15,1705.79,-153.968,401.15,1655.23,-106.677,233.754,1617.52,-76.6304,311.168,1627.24,409.913,226.645,1634.98,322.757,-17.5385,1635.96,317.175,-16.5285,1433.35,405.152,226.908,1434.27
2384,0,-132.035,212.749,1696.62,-223.13,206.269,1642.16,-89.183,326.176,1705.79,-153.996,401.177,1655.22,-106.676,233.775,1617.52,-76.6249,311.188,1627.25,409.943,226.643,1634.98,322.766,-17.5423,1635.96,317.181,-16.5246,1433.35,405.155,226.904,1434.25
2385,0,-132.035,212.783,1696.63,-223.109,206.271,1642.16,-89.1897,326.206,1705.8,-153.964,401.192,1655.19,-106.652,233.789,1617.53,-76.6226,311.204,1627.23,409.938,226.642,1634.99,322.784,-17.5431,1635.96,317.169,-16.5183,1433.35,405.158,226.895,1434.27
2386,0,-132.019,212.806,1696.66,-223.105,206.273,1642.18,-89.2019,326.249,1705.82,-154.003,401.2,1655.18,-106.642,233.804,1617.57,-76.6288,311.21,1627.27,409.94,226.64,1634.97,322.779,-17.5435,1635.96,317.178,-16.5236,1433.34,405.163,226.892,1434.27
