
Trajectories
120
,,Head:RForeHead,,,Head:RTemple,,,Head:LForeHead,,,Head:LTemple,,,Head:REye,,,Head:LEye,,,CalibrationPane:DLabCal1,,,CalibrationPane:DLabCal2,,,CalibrationPane:DLabCal3,,,CalibrationPane:DLabCal4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
82,0,-129.675,212.948,1695.22,-222.028,206.158,1642.88,-87.4743,326.331,1704.69,-153.604,401.299,1655.83,-105.952,234.318,1616.17,-76.1114,311.898,1625.86,411.983,226.011,1634.86,324.399,-18.1941,1636.02,317.307,-16.5475,1433.49,405.579,226.758,1434.32
83,0,-129.737,212.765,1695.4,-222.061,206.152,1642.89,-87.4751,326.311,1704.7,-153.589,401.286,1655.82,-105.962,234.309,1616.17,-76.1166,311.883,1625.86,411.99,226.009,1634.85,324.403,-18.2019,1636.02,317.315,-16.5655,1433.48,405.564,226.751,1434.31
84,0,-129.751,212.755,1695.41,-222.078,206.165,1642.89,-87.4717,326.304,1704.69,-153.596,401.302,1655.84,-105.986,234.299,1616.16,-76.1247,311.874,1625.86,411.987,225.999,1634.86,324.391,-18.1932,1636.02,317.29,-16.5442,1433.49,405.565,226.754,1434.32
85,0,-129.743,212.762,1695.41,-222.074,206.175,1642.89,-87.4731,326.313,1704.69,-153.583,401.297,1655.82,-105.975,234.308,1616.16,-76.1297,311.879,1625.86,411.985,226.015,1634.86,324.38,-18.1932,1636.03,317.301,-16.5541,1433.47,405.564,226.766,1434.31
86,0,-129.753,212.78,1695.43,-222.069,206.172,1642.89,-87.482,326.322,1704.69,-153.594,401.306,1655.82,-105.982,234.306,1616.16,-76.1432,311.889,1625.85,411.977,226.014,1634.85,324.365,-18.1827,1636.02,317.295,-16.5548,1433.47,405.557,226.756,1434.31
87,0,-129.761,212.812,1695.43,-222.064,206.187,1642.89,-87.4839,326.35,1704.68,-153.594,401.35,1655.83,-105.984,234.332,1616.17,-76.1293,311.899,1625.85,411.952,226.014,1634.85,324.358,-18.1799,1636.02,317.279,-16.5453,1433.48,405.535,226.76,1434.32
88,0,-129.751,212.833,1695.44,-222.049,206.194,1642.9,-87.4961,326.378,1704.68,-153.615,401.363,1655.81,-105.968,234.359,1616.18,-76.1285,311.924,1625.86,411.942,226.023,1634.86,324.344,-18.1707,1636.02,317.273,-16.5465,1433.47,405.531,226.768,1434.33
89,0,-129.683,213.037,1695.26,-222.042,206.208,1642.92,-87.498,326.412,1704.67,-153.647,401.411,1655.83,-105.956,234.398,1616.19,-76.1202,311.961,1625.86,411.927,226.028,1634.86,324.332,-18.1591,1636.03,317.266,-16.5364,1433.48,405.54,226.777,1434.32
90,0,-129.732,212.903,1695.45,-222.02,206.223,1642.9,-87.5147,326.452,1704.67,-153.68,401.442,1655.83,-105.941,234.424,1616.2,-76.0888,311.976,1625.88,411.915,226.038,1634.86,324.303,-18.1623,1636.02,317.27,-16.5368,1433.47,405.515,226.778,1434.32
91,0,-129.713,212.94,1695.45,-221.995,206.242,1642.92,-87.5294,326.488,1704.69,-153.738,401.512,1655.86,-105.935,234.473,1616.2,-76.0843,312.031,1625.89,411.892,226.042,1634.87,324.297,-18.152,1636.03,317.276,-16.5431,1433.48,405.513,226.77,1434.33
92,0,-129.708,212.992,1695.46,-221.989,206.26,1642.93,-87.5388,326.54,1704.69,-153.765,401.545,1655.86,-105.931,234.502,1616.23,-76.0658,312.07,1625.9,411.885,226.047,1634.87,324.303,-18.1501,1636.03,317.273,-16.5428,1433.49,405.526,226.777,1434.32
93,0,-129.657,213.192,1695.29,-221.973,206.282,1642.95,-87.5556,326.59,1704.69,-153.758,401.624,1655.87,-105.926,234.535,1616.24,-76.0796,312.104,1625.91,411.879,226.056,1634.87,324.296,-18.1489,1636.04,317.296,-16.5342,1433.48,405.519,226.782,1434.33
94,0,-129.71,213.073,1695.49,-221.971,206.286,1642.95,-87.5645,326.629,1704.69,-153.835,401.635,1655.85,-105.934,234.573,1616.24,-76.0984,312.15,1625.91,411.889,226.055,1634.86,324.3,-18.1431,1636.02,317.293,-16.543,1433.47,405.532,226.76,1434.32
95,0,-129.714,213.1,1695.51,-221.969,206.328,1642.96,-87.5841,326.67,1704.7,-153.822,401.7,1655.85,-105.932,234.595,1616.26,-76.102,312.181,1625.92,411.874,226.062,1634.86,324.301,-18.139,1636.02,317.29,-16.5257,1433.48,405.549,226.782,1434.31
96,0,-129.724,213.133,1695.52,-221.967,206.353,1642.97,-87.5912,326.716,1704.7,-153.85,401.685,1655.84,-105.946,234.628,1616.26,-76.0911,312.192,1625.92,411.888,226.066,1634.86,324.304,-18.1319,1636.02,317.275,-16.5323,1433.48,405.537,226.78,1434.33
97,0,-129.728,213.165,1695.54,-221.981,206.374,1642.99,-87.6133,326.75,1704.71,-153.87,401.749,1655.86,-105.951,234.661,1616.27,-76.1312,312.231,1625.92,411.914,226.052,1634.86,324.329,-18.1451,1636.03,317.306,-16.53,1433.49,405.555,226.777,1434.34
98,0,-129.755,213.2,1695.55,-221.998,206.398,1643,-87.6417,326.785,1704.72,-153.898,401.766,1655.83,-105.968,234.688,1616.29,-76.1368,312.251,1625.91,411.928,226.044,1634.86,324.352,-18.155,1636.03,317.304,-16.5324,1433.49,405.579,226.785,1434.3
99,0,-129.78,213.219,1695.58,-222.004,206.43,1643.02,-87.6482,326.821,1704.75,-153.909,401.798,1655.83,-105.984,234.718,1616.31,-76.1521,312.275,1625.93,411.939,226.04,1634.86,324.369,-18.1622,1636.03,317.3,-16.5288,1433.5,405.569,226.779,1434.32
100,0,-129.799,213.235,1695.62,-222.023,206.452,1643.04,-87.6684,326.851,1704.76,-153.908,401.821,1655.83,-105.987,234.746,1616.35,-76.1655,312.295,1625.97,411.966,226.037,1634.86,324.396,-18.1758,1636.02,317.316,-16.5358,1433.49,405.58,226.771,1434.32
101,0,-129.821,213.237,1695.67,-222.029,206.472,1643.04,-87.691,326.879,1704.78,-153.935,401.848,1655.82,-106,234.755,1616.36,-76.1849,312.316,1625.99,411.971,226.031,1634.86,324.423,-18.175,1636.02,317.321,-16.532,1433.49,405.576,226.773,1434.33
102,0,-129.854,213.263,1695.69,-222.038,206.493,1643.06,-87.7195,326.913,1704.8,-153.946,401.872,1655.81,-106.02,234.769,1616.37,-76.1867,312.314,1625.99,411.973,226.024,1634.86,324.428,-18.1817,1636.03,317.317,-16.5405,1433.49,405.573,226.766,1434.32
103,0,-129.874,213.264,1695.73,-222.059,206.511,1643.07,-87.7444,326.939,1704.82,-153.95,401.912,1655.81,-106.038,234.787,1616.39,-76.2328,312.337,1626,411.988,226.015,1634.86,324.437,-18.1908,1636.03,317.325,-16.5454,1433.49,405.58,226.77,1434.33
104,0,-129.915,213.293,1695.76,-222.08,206.538,1643.07,-87.7721,326.955,1704.82,-153.974,401.922,1655.83,-106.047,234.783,1616.41,-76.2588,312.346,1626.02,411.982,226.025,1634.87,324.424,-18.1993,1636.02,317.304,-16.5391,1433.49,405.588,226.76,1434.32
105,0,-129.948,213.31,1695.78,-221.987,206.509,1642.93,-87.7945,326.974,1704.85,-153.981,401.932,1655.83,-106.047,234.796,1616.42,-76.2583,312.351,1626.06,411.984,226.011,1634.86,324.421,-18.196,1636.03,317.314,-16.5445,1433.49,405.581,226.759,1434.32
106,0,-129.974,213.306,1695.82,-221.998,206.521,1642.93,-87.8206,326.993,1704.88,-154.013,401.952,1655.84,-106.062,234.814,1616.42,-76.2614,312.377,1626.08,411.978,226.006,1634.87,324.412,-18.2004,1636.03,317.335,-16.5662,1433.48,405.596,226.745,1434.31
107,0,-129.995,213.318,1695.83,-222.02,206.541,1642.94,-87.8364,327.005,1704.89,-154.021,401.959,1655.84,-106.062,234.832,1616.43,-76.2767,312.397,1626.11,411.963,225.995,1634.87,324.396,-18.2002,1636.02,317.32,-16.5601,1433.48,405.585,226.742,1434.33
108,0,-130.006,213.323,1695.86,-222.139,206.616,1643.08,-87.8513,327.032,1704.91,-154.026,401.99,1655.86,-106.081,234.857,1616.44,-76.2705,312.41,1626.13,411.954,225.998,1634.87,324.403,-18.1948,1636.02,317.318,-16.5718,1433.48,405.591,226.737,1434.32
109,0,-130.032,213.359,1695.87,-222.139,206.639,1643.09,-87.8654,327.053,1704.94,-154.003,401.978,1655.84,-106.072,234.882,1616.47,-76.264,312.42,1626.16,411.976,225.983,1634.87,324.429,-18.2211,1636.02,317.327,-16.5736,1433.49,405.598,226.737,1434.33
110,0,-130.055,213.387,1695.9,-222.142,206.654,1643.11,-87.8807,327.078,1704.95,-154.01,402.022,1655.85,-106.089,234.9,1616.48,-76.2533,312.44,1626.19,411.976,225.988,1634.86,324.409,-18.21,1636.03,317.344,-16.577,1433.48,405.589,226.744,1434.33
111,0,-130.051,213.407,1695.93,-222.151,206.676,1643.12,-87.887,327.117,1704.95,-154.007,402.04,1655.84,-106.093,234.925,1616.5,-76.2674,312.465,1626.2,411.977,225.995,1634.86,324.435,-18.216,1636.02,317.341,-16.5837,1433.48,405.59,226.734,1434.33
112,0,-130.061,213.443,1695.95,-222.152,206.706,1643.14,-87.8955,327.145,1704.95,-154.042,402.063,1655.83,-106.085,234.923,1616.52,-76.2412,312.471,1626.21,411.981,225.988,1634.87,324.432,-18.2323,1636.03,317.342,-16.5875,1433.47,405.599,226.739,1434.32
113,0,-130.064,213.475,1695.98,-222.159,206.728,1643.17,-87.909,327.187,1704.95,-154.015,402.051,1655.8,-106.079,234.96,1616.53,-76.2506,312.496,1626.2,412,225.99,1634.86,324.446,-18.2272,1636.02,317.35,-16.5767,1433.49,405.608,226.733,1434.32
114,0,-130.074,213.51,1695.99,-222.158,206.747,1643.18,-87.9093,327.225,1704.96,-154.029,402.085,1655.79,-106.087,234.976,1616.54,-76.2491,312.505,1626.23,411.988,225.998,1634.86,324.459,-18.2166,1636.02,317.356,-16.572,1433.49,405.604,226.742,1434.32
115,0,-130.08,213.528,1696.03,-222.146,206.767,1643.19,-87.9115,327.252,1704.97,-154.025,402.102,1655.8,-106.072,235.007,1616.54,-76.2317,312.539,1626.25,411.992,225.986,1634.86,324.477,-18.2202,1636.02,317.369,-16.5761,1433.49,405.636,226.735,1434.31
116,0,-130.06,213.552,1696.04,-222.137,206.788,1643.2,-87.9199,327.284,1704.97,-154.029,402.131,1655.8,-106.075,235.045,1616.56,-76.2289,312.56,1626.25,412.002,226,1634.86,324.474,-18.2159,1636.03,317.375,-16.5776,1433.5,405.624,226.752,1434.33
117,0,-130.058,213.579,1696.06,-222.139,206.801,1643.21,-87.9135,327.317,1704.98,-154.044,402.164,1655.81,-106.048,235.054,1616.55,-76.2082,312.59,1626.26,412.021,226.001,1634.86,324.5,-18.2119,1636.02,317.376,-16.5667,1433.5,405.633,226.757,1434.32
118,0,-130.046,213.597,1696.07,-222.122,206.803,1643.21,-87.9215,327.345,1704.99,-154.052,402.19,1655.82,-106.042,235.085,1616.56,-76.2123,312.621,1626.27,412.037,225.999,1634.86,324.52,-18.2245,1636.02,317.377,-16.5722,1433.49,405.65,226.745,1434.32
119,0,-130.134,213.702,1696.08,-222.105,206.82,1643.22,-87.924,327.369,1705,-154.048,402.2,1655.81,-106.026,235.092,1616.58,-76.2096,312.637,1626.3,412.04,225.998,1634.85,324.796,-18.2401,1635.69,317.384,-16.5831,1433.48,405.656,226.753,1434.31
120,0,-130.033,213.631,1696.1,-222.105,206.827,1643.23,-87.9199,327.399,1705.01,-154.061,402.199,1655.81,-106.011,235.109,1616.59,-76.1989,312.648,1626.3,412.06,225.994,1634.86,324.821,-18.2436,1635.68,317.377,-16.5644,1433.5,405.648,226.747,1434.33
121,0,-130.019,213.653,1696.09,-222.086,206.825,1643.24,-87.9107,327.413,1705.01,-154.048,402.218,1655.81,-105.977,235.122,1616.59,-76.1939,312.661,1626.3,412.099,225.977,1634.85,324.849,-18.2555,1635.69,317.381,-16.5551,1433.51,405.67,226.742,1434.33
122,0,-130.013,213.661,1696.1,-222.083,206.829,1643.22,-87.9162,327.428,1705.01,-154.056,402.22,1655.81,-105.973,235.122,1616.58,-76.1908,312.662,1626.28,412.121,225.961,1634.85,324.878,-18.268,1635.68,317.407,-16.5793,1433.49,405.666,226.739,1434.32
123,0,-130.006,213.67,1696.1,-222.077,206.837,1643.23,-87.9089,327.428,1705.02,-154.066,402.196,1655.8,-105.967,235.144,1616.59,-76.1799,312.678,1626.28,412.141,225.95,1634.86,324.904,-18.2802,1635.69,317.402,-16.5914,1433.5,405.68,226.739,1434.32
124,0,-129.982,213.669,1696.09,-222.061,206.834,1643.21,-87.9046,327.434,1705.01,-154.061,402.209,1655.81,-105.96,235.157,1616.59,-76.1659,312.684,1626.29,412.153,225.949,1634.86,324.904,-18.2852,1635.69,317.395,-16.5804,1433.5,405.676,226.729,1434.33
125,0,-129.977,213.663,1696.08,-222.059,206.832,1643.22,-87.9016,327.438,1705.02,-154.07,402.198,1655.81,-105.947,235.153,1616.6,-76.1727,312.707,1626.3,412.16,225.941,1634.85,324.903,-18.2895,1635.68,317.398,-16.5815,1433.51,405.667,226.735,1434.33
126,0,-129.969,213.67,1696.07,-222.059,206.838,1643.22,-87.8922,327.429,1705.01,-154.061,402.191,1655.81,-105.934,235.163,1616.58,-76.1739,312.699,1626.27,412.168,225.93,1634.85,324.91,-18.2965,1635.68,317.395,-16.5924,1433.5,405.676,226.732,1434.32
127,0,-129.956,213.662,1696.05,-222.051,206.836,1643.21,-87.8783,327.426,1705.01,-154.037,402.213,1655.82,-105.942,235.156,1616.57,-76.1596,312.687,1626.26,412.148,225.932,1634.86,324.904,-18.2962,1635.68,317.397,-16.5885,1433.51,405.661,226.715,1434.33
128,0,-129.957,213.663,1696.06,-222.052,206.837,1643.21,-87.8738,327.421,1704.99,-154.028,402.218,1655.82,-105.947,235.142,1616.56,-76.1485,312.681,1626.25,412.145,225.933,1634.86,324.885,-18.2872,1635.68,317.402,-16.6068,1433.49,405.661,226.725,1434.33
129,0,-129.952,213.64,1696.05,-222.042,206.834,1643.21,-87.8582,327.406,1704.99,-154.014,402.213,1655.82,-105.95,235.134,1616.58,-76.1601,312.687,1626.26,412.126,225.935,1634.86,324.881,-18.2958,1635.69,317.392,-16.5965,1433.5,405.668,226.721,1434.33
130,0,-129.945,213.624,1696.03,-222.06,206.835,1643.19,-87.8409,327.382,1704.99,-154.006,402.214,1655.83,-105.959,235.122,1616.56,-76.1655,312.659,1626.25,412.113,225.931,1634.88,324.865,-18.2873,1635.69,317.375,-16.5966,1433.51,405.66,226.716,1434.33
131,0,-129.951,213.609,1696.02,-222.052,206.817,1643.19,-87.8367,327.365,1704.98,-154.004,402.215,1655.83,-105.969,235.115,1616.55,-76.1735,312.663,1626.23,412.132,225.948,1634.84,324.861,-18.2825,1635.67,317.375,-16.5984,1433.49,405.659,226.723,1434.33
132,0,-129.955,213.592,1696.01,-222.05,206.824,1643.17,-87.8275,327.347,1704.96,-153.997,402.199,1655.83,-105.964,235.11,1616.53,-76.1608,312.651,1626.22,412.101,225.941,1634.86,324.86,-18.2822,1635.68,317.387,-16.5963,1433.5,405.657,226.725,1434.32
133,0,-129.996,213.633,1695.97,-222.062,206.822,1643.16,-87.8383,327.331,1704.97,-153.995,402.193,1655.84,-105.98,235.112,1616.52,-76.1662,312.651,1626.22,412.084,225.948,1634.87,324.822,-18.267,1635.69,317.379,-16.5808,1433.51,405.627,226.741,1434.34
134,0,-129.962,213.559,1695.97,-222.072,206.812,1643.15,-87.8433,327.313,1704.96,-153.98,402.183,1655.84,-105.986,235.096,1616.51,-76.1628,312.632,1626.24,412.061,225.963,1634.86,324.801,-18.2548,1635.68,317.371,-16.5924,1433.49,405.628,226.736,1434.32
135,0,-129.982,213.549,1695.96,-222.075,206.807,1643.13,-87.8506,327.288,1704.95,-153.996,402.17,1655.86,-105.981,235.095,1616.51,-76.1544,312.632,1626.23,412.046,225.968,1634.86,324.784,-18.2494,1635.68,317.36,-16.5853,1433.5,405.613,226.737,1434.32
136,0,-129.981,213.538,1695.94,-222.075,206.793,1643.12,-87.8582,327.277,1704.97,-153.983,402.139,1655.84,-105.999,235.077,1616.49,-76.1654,312.614,1626.23,412.034,225.98,1634.86,324.762,-18.2335,1635.69,317.35,-16.5778,1433.51,405.614,226.74,1434.33
137,0,-130.003,213.522,1695.95,-222.095,206.796,1643.12,-87.8718,327.261,1704.97,-153.995,402.123,1655.84,-106.009,235.064,1616.5,-76.1829,312.603,1626.22,412.015,225.987,1634.87,324.527,-18.2163,1635.94,317.347,-16.5609,1433.5,405.61,226.76,1434.33
138,0,-130.018,213.501,1695.96,-222.11,206.787,1643.11,-87.8855,327.247,1704.97,-154.009,402.107,1655.84,-106.028,235.056,1616.5,-76.1904,312.595,1626.22,412.001,226.003,1634.86,324.522,-18.1989,1635.93,317.35,-16.5681,1433.49,405.605,226.757,1434.32
139,0,-130.043,213.504,1695.95,-222.11,206.78,1643.09,-87.8974,327.227,1704.97,-154.003,402.106,1655.85,-106.048,235.048,1616.5,-76.2017,312.572,1626.25,411.997,226.004,1634.87,324.486,-18.1961,1635.96,317.331,-16.5594,1433.5,405.578,226.757,1434.35
140,0,-130.061,213.484,1695.95,-222.133,206.762,1643.1,-87.9122,327.212,1704.99,-154.039,402.081,1655.85,-106.047,235.027,1616.51,-76.2243,312.589,1626.24,411.969,226.022,1634.87,324.481,-18.1843,1635.95,317.326,-16.5579,1433.49,405.584,226.774,1434.31
141,0,-130.059,213.462,1695.93,-222.158,206.761,1643.09,-87.9341,327.211,1704.98,-154.043,402.077,1655.86,-106.075,235.041,1616.49,-76.2334,312.57,1626.24,411.975,226.041,1634.85,324.469,-18.1693,1635.94,317.325,-16.5558,1433.49,405.565,226.784,1434.33
142,0,-130.09,213.458,1695.93,-222.165,206.764,1643.07,-87.9458,327.194,1705,-154.041,402.06,1655.86,-106.095,235.038,1616.49,-76.2494,312.547,1626.27,411.945,226.046,1634.87,324.436,-18.1636,1635.96,317.318,-16.5452,1433.48,405.556,226.782,1434.33
143,0,-130.12,213.462,1695.93,-222.2,206.755,1643.08,-87.9768,327.187,1705.02,-154.073,402.072,1655.89,-106.119,235.034,1616.51,-76.2681,312.558,1626.28,411.93,226.05,1634.87,324.42,-18.1521,1635.97,317.313,-16.527,1433.49,405.57,226.78,1434.32
144,0,-130.145,213.458,1695.94,-222.208,206.753,1643.08,-88.0117,327.189,1705.02,-154.099,402.072,1655.88,-106.136,235.023,1616.51,-76.2924,312.549,1626.28,411.923,226.058,1634.86,324.408,-18.1485,1635.96,317.32,-16.5466,1433.48,405.559,226.787,1434.32
145,0,-130.178,213.455,1695.96,-222.223,206.745,1643.07,-88.0298,327.18,1705.04,-154.093,402.042,1655.88,-106.157,235.029,1616.52,-76.3094,312.535,1626.31,411.916,226.062,1634.86,324.372,-18.1483,1635.98,317.31,-16.5347,1433.5,405.555,226.783,1434.33
146,0,-130.212,213.482,1695.95,-222.254,206.739,1643.09,-88.0612,327.176,1705.05,-154.14,402.055,1655.9,-106.178,235.015,1616.51,-76.3116,312.522,1626.33,411.919,226.059,1634.87,324.371,-18.1435,1635.99,317.31,-16.5316,1433.5,405.538,226.785,1434.34
147,0,-130.226,213.467,1695.96,-222.264,206.736,1643.07,-88.0909,327.181,1705.06,-154.161,402.046,1655.89,-106.182,235.021,1616.52,-76.3347,312.53,1626.33,411.897,226.045,1634.86,324.357,-18.1426,1635.99,317.316,-16.5317,1433.49,405.543,226.791,1434.31
148,0,-130.241,213.461,1695.96,-222.275,206.735,1643.06,-88.1216,327.187,1705.08,-154.2,401.978,1655.86,-106.205,235.022,1616.53,-76.3657,312.529,1626.38,411.897,226.051,1634.87,324.342,-18.1409,1636.01,317.312,-16.5409,1433.49,405.546,226.788,1434.31
149,0,-130.276,213.476,1695.97,-222.305,206.719,1643.07,-88.1564,327.197,1705.1,-154.253,401.985,1655.88,-106.22,235.023,1616.53,-76.3949,312.53,1626.37,411.869,226.052,1634.88,324.322,-18.1415,1636.02,317.309,-16.5428,1433.49,405.548,226.776,1434.34
150,0,-130.294,213.48,1695.97,-222.318,206.711,1643.06,-88.1893,327.201,1705.1,-154.268,401.978,1655.87,-106.229,235.031,1616.55,-76.4135,312.53,1626.39,411.873,226.059,1634.86,324.303,-18.1351,1636.02,317.29,-16.5391,1433.49,405.543,226.785,1434.31
151,0,-130.333,213.472,1695.98,-222.34,206.716,1643.05,-88.2229,327.202,1705.11,-154.298,401.964,1655.89,-106.252,235.032,1616.56,-76.4234,312.537,1626.41,411.822,226.075,1634.87,324.254,-18.1103,1636.02,317.299,-16.537,1433.48,405.525,226.785,1434.32
152,0,-130.373,213.487,1696,-222.355,206.696,1643.05,-88.2453,327.203,1705.15,-154.332,401.937,1655.89,-106.275,235.027,1616.59,-76.4861,312.551,1626.43,411.836,226.09,1634.86,324.228,-18.1016,1636.03,317.296,-16.5288,1433.48,405.537,226.781,1434.32
153,0,-130.389,213.488,1696,-222.366,206.698,1643.05,-88.2672,327.206,1705.15,-154.358,401.949,1655.9,-106.278,235.029,1616.59,-76.481,312.547,1626.44,411.789,226.087,1634.88,324.216,-18.0924,1636.02,317.293,-16.5376,1433.48,405.532,226.794,1434.32
154,0,-130.422,213.484,1696.02,-222.398,206.689,1643.05,-88.3037,327.219,1705.17,-154.396,401.937,1655.9,-106.301,235.031,1616.59,-76.5169,312.538,1626.46,411.229,226.443,1635.33,324.204,-18.0783,1636.02,317.271,-16.5225,1433.47,405.524,226.798,1434.32
155,0,-130.459,213.478,1696.04,-222.417,206.682,1643.05,-88.3379,327.213,1705.19,-154.405,401.92,1655.91,-106.331,235.024,1616.62,-76.5694,312.566,1626.48,411.222,226.429,1635.33,324.198,-18.0802,1636.02,317.267,-16.526,1433.49,405.521,226.777,1434.32
156,0,-130.469,213.471,1696.04,-222.42,206.683,1643.04,-88.3521,327.215,1705.2,-154.426,401.908,1655.9,-106.331,235.016,1616.62,-76.5617,312.552,1626.49,411.231,226.448,1635.31,324.19,-18.0848,1636.03,317.285,-16.5231,1433.48,405.505,226.794,1434.33
157,0,-130.505,213.473,1696.06,-222.449,206.677,1643.05,-88.3838,327.217,1705.22,-154.439,401.908,1655.9,-106.362,235.012,1616.65,-76.5974,312.549,1626.5,411.242,226.456,1635.33,324.191,-18.0795,1636.03,317.271,-16.5231,1433.48,405.507,226.801,1434.32
158,0,-130.524,213.475,1696.06,-222.464,206.683,1643.04,-88.392,327.21,1705.22,-154.453,401.907,1655.9,-106.372,235.011,1616.66,-76.612,312.547,1626.49,411.238,226.452,1635.33,324.201,-18.0816,1636.03,317.277,-16.5233,1433.47,405.505,226.804,1434.32
159,0,-130.537,213.467,1696.06,-222.495,206.67,1643.04,-88.4131,327.193,1705.23,-154.445,401.897,1655.9,-106.394,234.995,1616.65,-76.6173,312.532,1626.5,411.25,226.454,1635.33,324.21,-18.0869,1636.02,317.283,-16.5215,1433.47,405.507,226.806,1434.33
160,0,-130.568,213.455,1696.07,-222.51,206.686,1643.03,-88.4325,327.201,1705.24,-154.467,401.907,1655.91,-106.402,234.994,1616.66,-76.6381,312.533,1626.51,411.238,226.466,1635.34,324.213,-18.0859,1636.02,317.272,-16.5223,1433.48,405.506,226.802,1434.32
161,0,-130.583,213.443,1696.09,-222.523,206.687,1643.04,-88.4419,327.196,1705.25,-154.455,401.896,1655.92,-106.427,234.989,1616.67,-76.6572,312.526,1626.52,411.221,226.471,1635.36,324.215,-18.078,1636.03,317.276,-16.5208,1433.49,405.494,226.809,1434.34
162,0,-130.586,213.439,1696.08,-222.543,206.681,1643.04,-88.4485,327.192,1705.24,-154.465,401.884,1655.92,-106.444,234.985,1616.69,-76.6721,312.519,1626.52,411.797,226.1,1634.87,324.211,-18.0772,1636.02,317.279,-16.5136,1433.48,405.504,226.808,1434.33
163,0,-130.623,213.452,1696.09,-222.553,206.684,1643.05,-88.4572,327.184,1705.25,-154.469,401.894,1655.91,-106.464,234.97,1616.72,-76.6781,312.514,1626.53,411.803,226.092,1634.87,324.212,-18.0857,1636.03,317.289,-16.5404,1433.46,405.518,226.805,1434.32
164,0,-130.616,213.44,1696.11,-222.552,206.7,1643.06,-88.4522,327.192,1705.25,-154.487,401.893,1655.89,-106.458,234.987,1616.71,-76.6931,312.521,1626.52,411.242,226.458,1635.32,324.222,-18.086,1636.02,317.282,-16.5273,1433.48,405.512,226.821,1434.32
165,0,-130.617,213.451,1696.12,-222.562,206.701,1643.07,-88.4514,327.209,1705.25,-154.471,401.908,1655.89,-106.451,234.986,1616.69,-76.6688,312.53,1626.51,411.796,226.107,1634.87,324.234,-18.0781,1636.02,317.281,-16.5179,1433.48,405.514,226.821,1434.32
166,0,-130.624,213.491,1696.12,-222.554,206.703,1643.07,-88.4584,327.21,1705.25,-154.462,401.903,1655.87,-106.474,234.977,1616.73,-76.6639,312.511,1626.53,411.822,226.109,1634.86,324.243,-18.0952,1636.02,317.298,-16.5262,1433.48,405.533,226.806,1434.32
167,0,-130.627,213.488,1696.15,-222.547,206.706,1643.08,-88.4604,327.222,1705.26,-154.471,401.912,1655.87,-106.453,234.964,1616.75,-76.6581,312.495,1626.51,411.833,226.101,1634.87,324.258,-18.0974,1636.02,317.292,-16.5238,1433.48,405.538,226.805,1434.33
168,0,-130.637,213.509,1696.16,-222.553,206.707,1643.1,-88.4791,327.229,1705.27,-154.461,401.906,1655.88,-106.47,234.954,1616.78,-76.6705,312.499,1626.55,411.846,226.104,1634.87,324.268,-18.0958,1636.03,317.288,-16.5232,1433.48,405.539,226.811,1434.32
169,0,-130.637,213.513,1696.16,-222.555,206.698,1643.11,-88.4779,327.217,1705.3,-154.477,401.908,1655.89,-106.468,234.949,1616.8,-76.6801,312.49,1626.58,411.87,226.09,1634.87,324.291,-18.0964,1636.03,317.298,-16.5273,1433.49,405.55,226.804,1434.33
170,0,-130.655,213.483,1696.19,-222.558,206.691,1643.1,-88.4713,327.201,1705.3,-154.453,401.896,1655.91,-106.463,234.927,1616.8,-76.6586,312.481,1626.6,411.877,226.082,1634.86,324.304,-18.1181,1636.03,317.309,-16.5309,1433.48,405.548,226.792,1434.32
171,0,-130.658,213.462,1696.18,-222.576,206.695,1643.11,-88.4817,327.175,1705.32,-154.456,401.888,1655.91,-106.475,234.937,1616.8,-76.6636,312.479,1626.6,411.888,226.083,1634.86,324.311,-18.1208,1636.02,317.313,-16.5342,1433.49,405.558,226.796,1434.31
172,0,-130.669,213.449,1696.19,-222.576,206.694,1643.09,-88.4764,327.159,1705.33,-154.427,401.891,1655.94,-106.483,234.927,1616.8,-76.6561,312.469,1626.61,411.886,226.069,1634.87,324.306,-18.1212,1636.03,317.308,-16.5405,1433.49,405.554,226.793,1434.34
173,0,-130.677,213.43,1696.18,-222.594,206.701,1643.09,-88.4677,327.138,1705.33,-154.424,401.891,1655.94,-106.498,234.913,1616.8,-76.645,312.451,1626.62,411.885,226.071,1634.86,324.303,-18.1313,1636.03,317.315,-16.5405,1433.48,405.569,226.784,1434.32
174,0,-130.679,213.433,1696.18,-222.6,206.705,1643.1,-88.4535,327.13,1705.32,-154.394,401.885,1655.93,-106.495,234.894,1616.79,-76.6441,312.432,1626.59,411.89,226.071,1634.86,324.304,-18.1265,1636.02,317.32,-16.5408,1433.48,405.544,226.789,1434.33
175,0,-130.675,213.424,1696.19,-222.619,206.724,1643.11,-88.4257,327.12,1705.3,-154.363,401.894,1655.92,-106.501,234.87,1616.79,-76.6458,312.398,1626.59,411.878,226.071,1634.86,324.291,-18.125,1636.03,317.328,-16.5365,1433.49,405.567,226.789,1434.34
