Trajectories
120
,,Wand:Proximal,,,Wand:Middle,,,Wand:Distal,,,Wand:Tip,,,PastaBox:Top,,,PastaBox:Middle,,,PastaBox:Bottom,,,PastaBox:Side,,,HandRB:Hand1,,,HandRB:Hand2,,,HandRB:Hand3,,,HandRB:Hand4,,,Dikablis:Head1,,,Dikablis:Head2,,,Dikablis:Head3,,,Dikablis:Head4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
47,0,-168.852,231.888,1032.64,-180.392,150.31,985.22,-192.608,68.5072,937.764,-197.794,41.2402,921.715,,,,,,,,,,,,,-553.253,197.765,819.497,-519.881,246.971,835.643,-540.097,205.037,780.884,-507.778,251.22,797.914,-527.101,369.891,1653.06,-628.027,334.281,1626.7,-518.427,489.847,1661.18,-611.009,541.685,1637.14
48,0,-168.752,231.964,1032.5,-180.16,150.35,985.083,-192.311,68.4928,937.724,-197.528,41.2323,921.92,,,,,,,,,,,,,-553.102,198.177,819.411,-519.717,247.333,835.65,-539.87,205.585,780.777,-507.626,251.58,797.944,-527.098,369.826,1653.04,-628.47,334.294,1626.7,-518.365,489.788,1661.19,-610.974,541.673,1637.15
49,0,-168.726,232.04,1032.33,-180.087,150.393,984.989,-192.21,68.4885,937.672,-197.419,41.211,921.912,,,,,,,,,,,,,-552.937,198.449,819.407,-519.553,247.595,835.718,-539.702,206.023,780.726,-507.479,251.913,798.003,-527.081,369.795,1653.03,-628.12,334.217,1626.8,-518.345,489.735,1661.18,-610.938,541.651,1637.15
50,0,-168.715,232.176,1032.14,-180.105,150.463,984.884,-192.232,68.5142,937.644,-197.437,41.2243,921.902,,,,,,,,,,,,,-552.853,198.566,819.473,-519.416,247.903,835.784,-539.543,206.365,780.735,-507.333,252.133,798.083,-527.065,369.749,1653.05,-628.1,334.193,1626.78,-518.304,489.679,1661.19,-610.897,541.627,1637.15
51,0,-168.691,232.287,1031.95,-180.08,150.54,984.777,-192.213,68.536,937.632,-197.423,41.2397,921.901,,,,,,,,,,,,,-552.642,198.965,819.383,-519.309,248.111,835.828,-539.595,206.144,780.802,-507.18,252.377,798.132,-527.073,369.702,1653.05,-628.142,334.15,1626.84,-518.275,489.625,1661.21,-610.845,541.599,1637.17
52,0,-168.667,232.416,1031.75,-180.051,150.626,984.67,-192.181,68.5895,937.571,-197.402,41.2509,921.91,,,,,,,,,,,,,-552.484,199.161,819.449,-519.167,248.32,835.908,-539.346,206.53,780.844,-507.012,252.608,798.202,-527.051,369.677,1653.04,-628.112,334.138,1626.81,-518.238,489.583,1661.22,-610.795,541.574,1637.16
53,0,-168.666,232.518,1031.59,-180.041,150.752,984.559,-192.177,68.6443,937.532,-197.406,41.2865,921.898,,,,,,,,,,,,,-552.308,199.279,819.513,-519.019,248.521,835.974,-539.261,206.461,780.939,-506.844,252.825,798.24,-527.029,369.629,1653.06,-628.405,334.232,1626.62,-518.203,489.538,1661.23,-610.769,541.565,1637.18
54,0,-168.662,232.645,1031.44,-180.045,150.868,984.46,-192.167,68.7132,937.487,-197.339,41.275,921.734,,,,,,,,,,,,,-552.118,199.487,819.565,-518.885,248.755,836.041,-538.896,207.155,780.933,-506.683,253.147,798.293,-527,369.608,1653.06,-628.378,334.224,1626.59,-518.167,489.507,1661.23,-610.732,541.544,1637.19
55,0,-168.455,233.068,1031.2,-179.984,151.032,984.326,-192.139,68.8003,937.454,-197.366,41.4083,921.89,,,,,,,,,,,,,-551.905,199.831,819.528,-518.696,249.063,836.005,-538.704,207.41,781.011,-506.51,253.37,798.389,-526.981,369.601,1653.05,-628.011,334.125,1626.75,-518.123,489.489,1661.23,-610.684,541.532,1637.19
56,0,-168.593,233.061,1031.14,-179.961,151.2,984.211,-192.127,68.9087,937.422,-197.305,41.426,921.718,,,,,,,,,,,,,-551.69,200.2,819.392,-518.551,249.322,835.99,-538.537,207.586,781.047,-506.325,253.622,798.51,-526.953,369.576,1653.05,-628.153,334.171,1626.67,-518.093,489.483,1661.24,-610.659,541.524,1637.2
57,0,-168.593,233.219,1031,-179.96,151.351,984.135,-192.117,69.0195,937.366,-197.342,41.5713,921.877,,,,,,,,,,,,,-551.488,200.435,819.383,-518.394,249.501,836.009,-538.341,207.75,781.105,-506.172,253.799,798.573,-526.913,369.567,1653.04,-627.925,334.114,1626.7,-518.027,489.47,1661.24,-610.614,541.509,1637.21
58,0,-168.572,233.387,1030.88,-179.982,151.48,984.063,-192.123,69.1172,937.326,-197.286,41.5843,921.701,,,,,,,,,,,,,-551.418,200.439,819.468,-518.252,249.652,836.041,-538.182,207.891,781.166,-506.027,254,798.589,-526.869,369.576,1653.03,-627.915,334.106,1626.74,-517.991,489.47,1661.22,-610.583,541.518,1637.21
59,0,-168.565,233.528,1030.8,-179.951,151.64,984.01,-192.12,69.215,937.3,-197.296,41.7222,921.693,,,,,,,,,,,,,-551.226,200.752,819.399,-518.116,249.773,836.047,-538.017,207.987,781.225,-505.863,254.12,798.63,-526.829,369.579,1653.04,-628.093,334.143,1626.68,-517.953,489.469,1661.22,-610.559,541.51,1637.21
60,0,-168.546,233.655,1030.77,-179.992,151.74,983.957,-192.117,69.3267,937.278,-197.297,41.8276,921.677,,,,,,,,,,,,,-551.072,200.992,819.351,-517.987,249.865,836.122,-537.879,208.101,781.253,-505.691,254.229,798.67,-526.784,369.565,1653.04,-627.867,334.052,1626.76,-517.913,489.47,1661.22,-610.508,541.504,1637.21
61,0,-168.541,233.762,1030.75,-180,151.865,983.958,-192.131,69.4576,937.25,-197.362,42.0129,921.855,,,,,,,,,,,,,-550.966,201.041,819.419,-517.837,249.972,836.192,-537.741,208.169,781.277,-505.538,254.356,798.681,-526.749,369.572,1653.04,-627.853,334.087,1626.8,-517.87,489.471,1661.22,-610.473,541.51,1637.21
62,0,-168.525,233.866,1030.77,-179.997,151.969,983.94,-192.151,69.5786,937.238,-197.385,42.1369,921.868,,,,,,,,,,,,,-550.826,201.16,819.416,-517.642,250.068,836.228,-537.589,208.232,781.312,-505.38,254.471,798.722,-526.702,369.604,1653.05,-627.736,334.116,1626.72,-517.832,489.486,1661.22,-610.442,541.518,1637.19
63,0,-168.516,233.974,1030.81,-179.987,152.104,983.967,-192.156,69.6993,937.234,-197.404,42.2497,921.891,,,,,,,,,,,,,-550.718,201.253,819.463,-517.472,250.189,836.28,-537.451,208.309,781.352,-505.21,254.585,798.737,-526.672,369.61,1653.04,-627.713,334.102,1626.76,-517.79,489.486,1661.23,-610.393,541.527,1637.19
64,0,-168.53,234.067,1030.86,-179.979,152.228,983.986,-192.157,69.8396,937.227,-197.408,42.3553,921.874,,,,,,,,,,,,,-550.613,201.277,819.516,-517.325,250.271,836.297,-537.299,208.336,781.408,-505.072,254.692,798.815,-526.618,369.646,1653.04,-627.699,334.116,1626.78,-517.756,489.501,1661.23,-610.36,541.536,1637.19
