Trajectories
120
,,Wand:Proximal,,,Wand:Middle,,,Wand:Distal,,,Wand:Tip,,,PastaBox:Top,,,PastaBox:Middle,,,PastaBox:Bottom,,,PastaBox:Side,,,HandRB:Hand1,,,HandRB:Hand2,,,HandRB:Hand3,,,HandRB:Hand4,,,Dikablis:Head1,,,Dikablis:Head2,,,Dikablis:Head3,,,Dikablis:Head4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
54,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.136,94.8839,970.017,-317.199,149.917,991.488,-287.091,87.2419,972.185,-278.392,142.289,994.206,-249.409,375.83,1569.13,-351.555,336.609,1587.44,-240.942,495.838,1576.99,-336.916,544.079,1595.51
55,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.138,94.8819,969.984,-317.209,149.924,991.487,-287.095,87.2449,972.172,-278.398,142.288,994.206,-249.478,375.91,1569.03,-351.355,336.788,1587.26,-240.95,495.831,1576.95,-336.899,544.074,1595.48
56,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.134,94.8956,969.975,-317.201,149.92,991.467,-287.107,87.2396,972.186,-278.388,142.28,994.193,-249.526,375.793,1569.18,-351.387,336.81,1587.31,-240.963,495.829,1576.94,-336.914,544.07,1595.47
57,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.136,94.8944,969.955,-317.199,149.902,991.467,-287.104,87.2388,972.173,-278.39,142.278,994.189,-249.546,375.906,1569.03,-351.452,336.73,1587.38,-240.956,495.831,1576.92,-336.916,544.069,1595.46
58,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.149,94.8984,969.951,-317.217,149.904,991.44,-287.109,87.2318,972.136,-278.415,142.263,994.192,-249.385,375.825,1569.05,-351.457,336.721,1587.44,-240.958,495.848,1576.9,-336.894,544.062,1595.44
59,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.16,94.8854,969.936,-317.222,149.904,991.443,-287.123,87.2266,972.139,-278.411,142.279,994.175,-249.571,375.774,1569.24,-351.468,336.601,1587.29,-240.969,495.845,1576.88,-336.91,544.063,1595.43
60,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.159,94.8761,969.926,-317.212,149.905,991.443,-287.126,87.2222,972.134,-278.416,142.261,994.165,-249.391,375.84,1569.03,-351.337,336.79,1587.2,-240.967,495.856,1576.87,-336.924,544.058,1595.42
61,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.159,94.8759,969.932,-317.224,149.91,991.436,-287.127,87.2307,972.133,-278.407,142.269,994.163,-249.395,375.837,1569.02,-351.549,336.577,1587.44,-240.948,495.863,1576.88,-336.924,544.052,1595.42
62,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.176,94.8997,969.925,-317.229,149.901,991.432,-287.151,87.2413,972.132,-278.436,142.271,994.163,-249.4,375.862,1569.03,-351.485,336.779,1587.35,-240.983,495.868,1576.86,-336.953,544.052,1595.42
63,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.183,94.8822,969.933,-317.239,149.918,991.439,-287.145,87.2237,972.149,-278.442,142.284,994.163,-249.392,375.861,1569.03,-351.456,336.653,1587.37,-241.002,495.871,1576.87,-336.968,544.051,1595.43
64,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.178,94.8904,969.929,-317.234,149.913,991.429,-287.142,87.2313,972.154,-278.426,142.276,994.155,-249.387,375.861,1569.04,-351.431,336.755,1587.33,-240.989,495.884,1576.88,-337.004,544.057,1595.43
65,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.171,94.8927,969.94,-317.235,149.926,991.434,-287.134,87.2375,972.15,-278.433,142.276,994.169,-249.538,375.821,1569.17,-351.404,336.731,1587.28,-241.016,495.889,1576.88,-337.016,544.04,1595.44
66,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.175,94.8843,969.939,-317.249,149.92,991.428,-287.145,87.2457,972.164,-278.444,142.294,994.154,-249.405,375.864,1569.04,-351.507,336.7,1587.38,-241.019,495.871,1576.89,-337.047,544.035,1595.44
67,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.194,94.8837,969.948,-317.248,149.921,991.424,-287.151,87.2322,972.157,-278.454,142.301,994.151,-249.41,375.851,1569.07,-351.457,336.647,1587.26,-241.044,495.886,1576.89,-337.068,544.041,1595.43
68,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.18,94.8687,969.938,-317.249,149.916,991.428,-287.145,87.2373,972.161,-278.448,142.29,994.165,-249.43,375.84,1569.07,-351.505,336.676,1587.28,-241.063,495.879,1576.88,-337.093,544.031,1595.44
69,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.168,94.8661,969.953,-317.257,149.897,991.419,-287.132,87.2465,972.163,-278.451,142.285,994.159,-249.44,375.832,1569.09,-351.54,336.74,1587.28,-241.081,495.866,1576.9,-337.115,544.026,1595.44
70,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.176,94.8555,969.972,-317.277,149.911,991.407,-287.126,87.2586,972.149,-278.466,142.306,994.136,-249.444,375.806,1569.12,-351.583,336.673,1587.32,-241.099,495.856,1576.92,-337.15,544.007,1595.46
